RECTYPE,ALPHAIND,LEA,ESTAB,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,PCON_CODE,PCON_NAME,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNOTFSM6CLA1A,PTNOTFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELE,PSENELE,TSENELK,PSENELK,TSENELEK,PSENELEK,TELIG_23,PTFSM6CLA1A_23,PTNOTFSM6CLA1A_23,PTRWM_EXP_23,PTRWM_HIGH_23,PTRWM_EXP_FSM6CLA1A_23,PTRWM_HIGH_FSM6CLA1A_23,PTRWM_EXP_NotFSM6CLA1A_23,PTRWM_HIGH_NotFSM6CLA1A_23,READPROG_23,READPROG_LOWER_23,READPROG_UPPER_23,WRITPROG_23,WRITPROG_LOWER_23,WRITPROG_UPPER_23,MATPROG_23,MATPROG_LOWER_23,MATPROG_UPPER_23,READ_AVERAGE_23,MAT_AVERAGE_23,TELIG_22,PTFSM6CLA1A_22,PTNOTFSM6CLA1A_22,PTRWM_EXP_22,PTRWM_HIGH_22,PTRWM_EXP_FSM6CLA1A_22,PTRWM_HIGH_FSM6CLA1A_22,PTRWM_EXP_NotFSM6CLA1A_22,PTRWM_HIGH_NotFSM6CLA1A_22,READPROG_22,READPROG_LOWER_22,READPROG_UPPER_22,WRITPROG_22,WRITPROG_LOWER_22,WRITPROG_UPPER_22,MATPROG_22,MATPROG_LOWER_22,MATPROG_UPPER_22,READ_AVERAGE_22,MAT_AVERAGE_22,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,554,870,2002,137281,All Saints Junior School,"August House, Brownlow Road",,,Reading,RG1 6NP,1189393362,E14001438,Reading Central,0,,,F,0,None,7-11,0,0,96,25,25,11,14,44%,56%,,,,,,,,,,3,12%,22,88%,4,16%,23,92%,92%,16%,,,,,,,,,,,,,96%,56%,0%,110,100%,60%,0%,111,96%,32%,0%,107,92%,24%,8%,0%,100%,0%,82%,100%,,,,SUPP,SUPP,SUPP,SUPP,91%,18%,14%,,,,SUPP,SUPP,SUPP,SUPP,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,111,,,,SUPP,SUPP,SUPP,110,108,107,,,,SUPP,SUPP,SUPP,108,112,110,,,,SUPP,SUPP,SUPP,111,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,21,84%,0,0%,0,0%,6,24%,6,24%,24,17%,83%,79%,29%,SUPP,SUPP,SUPP,SUPP,2.8,0.3,5.4,2.6,0.1,5.1,5.6,3.2,8,110,112
1,6114,870,2005,109779,Coley Primary School,Wolseley Street,,,Reading,RG1 6AZ,1189375461,E14001438,Reading Central,0,,,CY,0,Does not apply,3-11,0,0,254,30,30,20,10,67%,33%,,,,,,,,,,8,27%,22,73%,15,50%,23,77%,47%,10%,,,,,,,,,,,,,63%,27%,0%,104,57%,30%,7%,104,70%,23%,3%,105,57%,13%,20%,0%,63%,0%,30%,80%,,,,38%,50%,-29,53%,52%,0%,30%,,,,0%,14%,-10,20%,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,108,,,,102,104,104,106,102,109,,,,101,106,107,104,101,110,,,,100,106,105,105,,,,50%,68%,,,,38%,64%,,,,50%,77%,,,,38%,64%,,,,25%,27%,,,,25%,32%,,,,13%,27%,,,,0%,18%,15,50%,0,0%,3,10%,7,23%,10,33%,30,20%,80%,63%,27%,33%,0%,71%,33%,3.5,0.9,6.1,5.1,2.6,7.6,2.1,-0.4,4.5,107,106
1,7750,870,2006,109780,E P Collier Primary School,Ross Road,,,Reading,RG1 8DZ,1189375470,E14001438,Reading Central,0,,,CY,0,Does not apply,3-11,0,0,405,57,60,30,30,50%,50%,,,,,,,,,,16,27%,44,73%,30,50%,43,72%,60%,5%,,,,,,,,,,,,,75%,28%,0%,105,75%,45%,0%,107,68%,33%,0%,104,70%,7%,25%,0%,90%,0%,47%,73%,,,,44%,66%,-23,67%,60%,0%,10%,,,,0%,7%,-10,10%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,108,,,,102,105,105,106,102,107,,,,99,106,107,105,104,111,,,,105,108,109,108,,,,69%,77%,,,,63%,80%,,,,50%,75%,,,,56%,75%,,,,13%,34%,,,,38%,48%,,,,6%,43%,,,,6%,7%,27,45%,3,5%,7,12%,8,13%,15,25%,46,28%,72%,61%,11%,38%,0%,70%,15%,1.3,-0.8,3.5,1.8,-0.2,3.8,1.3,-0.8,3.3,105,104
1,12268,870,2019,109788,The Hill Primary School,Peppard Road,Emmer Green,,Reading,RG4 8TU,1189375560,E14001438,Reading Central,0,,,CY,0,Does not apply,4-11,0,0,401,59,59,31,28,53%,47%,,,,,,,,,,5,8%,54,92%,16,27%,51,86%,66%,5%,,,,,,,,,,,,,85%,41%,2%,108,78%,34%,2%,106,76%,29%,2%,105,71%,5%,24%,0%,93%,2%,61%,71%,,,,SUPP,SUPP,SUPP,88%,67%,0%,11%,,,,SUPP,SUPP,SUPP,6%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,108,,,,SUPP,SUPP,110,108,105,106,,,,SUPP,SUPP,111,105,107,106,,,,SUPP,SUPP,112,106,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,41,69%,2,3%,3,5%,15,25%,18,31%,54,4%,96%,67%,11%,SUPP,SUPP,SUPP,SUPP,1.3,-0.5,3.1,-0.8,-2.6,0.9,0.2,-1.5,1.9,107,106
1,21516,870,2020,109789,The Ridgeway Primary School,Hillbrow,,,Reading,RG2 8JD,1189375530,E14001210,Earley and Woodley,0,,,CY,0,Does not apply,3-11,0,0,410,57,58,28,30,48%,52%,,,,,,,,,,17,29%,41,71%,20,34%,45,78%,55%,3%,,,,,,,,,,,,,71%,33%,2%,106,69%,24%,0%,105,71%,24%,0%,105,64%,10%,22%,0%,76%,0%,57%,53%,,,,47%,59%,-20,60%,58%,4%,3%,,,,0%,5%,-10,10%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,105,,,,105,106,105,106,107,103,,,,100,107,108,105,106,104,,,,101,106,109,105,,,,65%,73%,,,,65%,71%,,,,53%,78%,,,,59%,66%,,,,29%,34%,,,,0%,34%,,,,0%,34%,,,,12%,10%,37,64%,1,2%,5,9%,12,21%,17,29%,58,47%,53%,45%,5%,15%,0%,71%,10%,-0.2,-1.9,1.6,-2.8,-4.5,-1.2,-1.3,-3,0.3,104,102
2,29790,870,7000,139728,Thames Valley School,2 Conwy Close,Tilehurst,,Reading,RG30 4BZ,1189424750,E14001439,Reading West and Mid Berkshire,0,,,FS,0,Does not apply,4-16,0,0,55,8,8,8,0,100%,0%,,,,,,,,,,4,50%,4,50%,0,0%,5,63%,38%,0%,,,,,,,,,,,,,63%,38%,0%,103,25%,0%,0%,95,38%,13%,0%,96,38%,0%,0%,0%,38%,0%,38%,,,,,SUPP,SUPP,SUPP,,SUPP,0%,,,,,SUPP,SUPP,SUPP,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,SUPP,SUPP,,SUPP,96,,,,,SUPP,SUPP,,SUPP,95,,,,,SUPP,SUPP,,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,8,100%,0,0%,8,100%,0,0%,8,100%,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,12642,870,7036,110193,The Holy Brook School,145 Ashampstead Road,Southcote,,Reading,RG30 3LJ,1189375489,E14001438,Reading Central,0,,,CYS,0,Does not apply,5-11,0,0,31,8,10,10,0,100%,0%,,,,,,,,,,6,60%,4,40%,0,0%,10,100%,0%,0%,,,,,,,,,,,,,0%,0%,0%,,0%,0%,0%,,0%,0%,0%,,0%,0%,20%,0%,20%,0%,0%,,,,,SUPP,SUPP,SUPP,,0%,0%,,,,,SUPP,SUPP,SUPP,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,SUPP,SUPP,,,,,,,,SUPP,SUPP,,,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,10,100%,0,0%,10,100%,0,0%,10,100%,11,82%,18%,0%,0%,SUPP,SUPP,SUPP,SUPP,-10.3,-14,-6.6,-4.1,-7.7,-0.5,-9.8,-13.3,-6.3
1,19794,870,2012,139653,The Palmer Primary Academy,70 Northumberland Avenue,,,Reading,RG2 7PP,1189375481,E14001438,Reading Central,0,,,AC,0,Does not apply,3-11,0,0,454,57,54,26,28,48%,52%,,,,,,,,,,22,41%,32,59%,22,41%,47,87%,57%,4%,,,,,,,,,,,,,67%,19%,0%,103,61%,31%,0%,104,65%,17%,0%,102,61%,4%,33%,0%,76%,0%,46%,68%,,,,32%,75%,-35,77%,55%,8%,0%,,,,5%,3%,-5,5%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,104,,,,101,105,107,103,101,103,,,,99,104,106,102,103,104,,,,99,107,108,103,,,,50%,78%,,,,36%,78%,,,,41%,81%,,,,41%,75%,,,,5%,28%,,,,14%,44%,,,,9%,22%,,,,5%,3%,32,59%,0,0%,2,4%,12,22%,14,26%,58,36%,64%,53%,5%,24%,0%,70%,8%,-1,-2.7,0.8,-1.1,-2.8,0.5,-0.5,-2.1,1.1,103,103
1,28468,870,2027,109795,Southcote Primary School,Silchester Road,Southcote,,Reading,RG30 3EJ,1189375533,E14001438,Reading Central,0,,,CY,0,Does not apply,4-11,0,0,558,87,88,46,42,52%,48%,,,,,,,,,,18,20%,70,80%,18,20%,80,91%,52%,2%,,,,,,,,,,,,,67%,28%,0%,106,67%,38%,0%,106,65%,25%,0%,104,63%,2%,30%,0%,85%,0%,50%,55%,,,,33%,57%,-34,61%,53%,2%,2%,,,,0%,3%,-10,6%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,106,,,,102,106,106,105,104,104,,,,99,105,108,104,105,107,,,,102,107,111,106,,,,44%,73%,,,,56%,70%,,,,44%,70%,,,,44%,67%,,,,22%,30%,,,,17%,43%,,,,11%,29%,,,,0%,3%,68,77%,2,2%,3,3%,7,8%,10,11%,84,20%,80%,42%,1%,24%,0%,46%,1%,-2.4,-3.8,-1,-2.2,-3.6,-0.9,-2.1,-3.4,-0.8,102,102
1,26008,870,2029,109796,St Michael's Primary School,Dee Road,Tilehurst,,Reading,RG30 4AS,1189015550,E14001439,Reading West and Mid Berkshire,0,,,CY,0,Does not apply,5-11,0,0,401,59,60,29,31,48%,52%,,,,,,,,,,20,33%,40,67%,16,27%,53,88%,52%,0%,,,,,,,,,,,,,73%,22%,0%,105,67%,30%,0%,104,65%,15%,0%,102,72%,2%,25%,2%,78%,2%,38%,65%,,,,45%,55%,-22,69%,55%,0%,0%,,,,0%,0%,-10,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,106,,,,105,104,105,105,101,102,,,,103,101,105,102,102,106,,,,103,105,108,105,,,,70%,75%,,,,55%,73%,,,,65%,65%,,,,70%,73%,,,,25%,20%,,,,30%,30%,,,,20%,13%,,,,0%,3%,43,72%,1,2%,1,2%,9,15%,10,17%,60,42%,58%,53%,8%,48%,8%,57%,9%,-1.1,-2.8,0.5,1.4,-0.1,2.9,-0.4,-1.9,1.1,104,103
1,5682,870,2031,136457,Churchend Primary Academy,Usk Road,Tilehurst,,Reading,RG30 4HP,1189375450,E14001439,Reading West and Mid Berkshire,0,,,ACC,0,Does not apply,3-11,0,0,450,64,63,31,32,49%,51%,,,,,,,,,,10,16%,53,84%,19,30%,61,97%,65%,10%,,,,,,,,,,,,,86%,44%,2%,108,87%,51%,2%,110,84%,41%,2%,107,71%,14%,27%,0%,92%,0%,52%,78%,,,,30%,72%,-37,79%,64%,3%,16%,,,,0%,11%,-10,16%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,109,,,,103,109,110,108,108,107,,,,102,108,111,107,109,110,,,,101,111,114,109,,,,60%,91%,,,,50%,94%,,,,60%,89%,,,,30%,79%,,,,10%,51%,,,,10%,58%,,,,10%,47%,,,,0%,17%,44,70%,0,0%,1,2%,13,21%,14,22%,59,29%,71%,66%,15%,47%,6%,74%,19%,3,1.3,4.6,-1.5,-3.1,0,3.3,1.7,4.8,109,108
1,1822,870,2011,139066,Battle Primary Academy,Cranbury Road,,,Reading,RG30 2TD,1189375421,E14001438,Reading Central,0,,,AC,0,Does not apply,3-11,0,0,458,58,59,31,28,53%,47%,,,,,,,,,,16,27%,43,73%,26,44%,52,88%,66%,8%,,,,,,,,,,,,,78%,39%,0%,106,76%,47%,0%,107,76%,24%,0%,104,73%,10%,25%,0%,83%,0%,58%,75%,,,,63%,67%,-4,77%,67%,10%,7%,,,,6%,9%,-4,4%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,109,,,,104,107,106,106,104,104,,,,102,105,105,104,106,108,,,,106,107,106,107,,,,81%,77%,,,,81%,74%,,,,63%,81%,,,,75%,72%,,,,38%,40%,,,,50%,47%,,,,19%,26%,,,,13%,9%,33,56%,0,0%,1,2%,4,7%,5,8%,57,19%,81%,44%,0%,27%,0%,48%,0%,0.8,-1.1,2.7,-2.9,-4.8,-1.1,-0.9,-2.7,0.9,103,101
1,18032,870,2028,142682,New Town Primary School,School Terrace,,,Reading,RG1 3LS,1189375509,E14001438,Reading Central,0,,,AC,0,Does not apply,3-11,0,0,423,59,54,32,22,59%,41%,,,,,,,,,,10,19%,44,81%,43,80%,41,76%,57%,4%,,,,,,,,,,,,,72%,24%,0%,103,72%,22%,0%,103,70%,24%,0%,103,65%,7%,26%,0%,81%,0%,53%,64%,,,,20%,66%,-47,56%,56%,0%,9%,,,,0%,5%,-10,2%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,105,,,,98,105,103,103,103,102,,,,96,104,103,102,102,105,,,,97,105,104,102,,,,40%,80%,,,,40%,80%,,,,40%,77%,,,,40%,70%,,,,20%,25%,,,,0%,27%,,,,10%,27%,,,,0%,9%,10,19%,1,2%,2,4%,8,15%,10,19%,43,44%,56%,47%,5%,32%,0%,58%,8%,-0.2,-2.4,2,-1.5,-3.6,0.6,0.1,-2,2.2,104,103
1,24224,870,3300,142735,St John's Church of England Primary School,121-147 Orts Road,,,Reading,RG1 3JN,1189375540,E14001438,Reading Central,0,,,ACC,0,Church of England,3-11,0,0,453,60,55,29,26,53%,47%,,,,,,,,,,7,13%,48,87%,32,58%,52,95%,78%,5%,,,,,,,,,,,,,91%,44%,0%,108,87%,55%,0%,110,87%,38%,0%,107,82%,5%,18%,0%,91%,0%,76%,81%,,,,43%,83%,-24,78%,81%,7%,4%,,,,0%,6%,-10,0%,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,109,,,,104,109,107,108,107,107,,,,103,107,108,107,108,111,,,,106,110,110,110,,,,57%,96%,,,,71%,90%,,,,71%,90%,,,,57%,85%,,,,29%,46%,,,,29%,58%,,,,14%,42%,,,,0%,6%,23,42%,0,0%,3,5%,12,22%,15,27%,60,27%,73%,58%,13%,38%,6%,66%,16%,2.6,0.8,4.3,0.9,-0.8,2.6,2.6,0.9,4.2,106,105
1,19720,870,2016,109786,Oxford Road Community School,146 Oxford Road,,,Reading,RG1 7PJ,1189375511,E14001438,Reading Central,0,,,CY,0,Does not apply,3-11,0,0,249,30,30,16,14,53%,47%,,,,,,,,,,7,23%,23,77%,19,63%,25,83%,57%,7%,,,,,,,,,,,,,80%,27%,0%,107,87%,50%,3%,109,77%,23%,0%,106,70%,13%,23%,0%,80%,0%,44%,71%,,,,57%,57%,-10,53%,64%,0%,14%,,,,0%,9%,-10,0%,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,,,106,108,106,107,106,106,,,,102,107,105,106,109,110,,,,109,109,108,109,,,,86%,78%,,,,86%,87%,,,,71%,78%,,,,57%,74%,,,,14%,30%,,,,43%,52%,,,,14%,26%,,,,0%,17%,11,37%,0,0%,2,7%,3,10%,5,17%,29,28%,72%,66%,0%,50%,0%,71%,0%,2.6,0.2,5,0.1,-2.2,2.4,0,-2.3,2.2,106,103
1,17430,870,2034,109799,Moorlands Primary School,Church End Lane,Tilehurst,,Reading,RG30 4UN,1189375505,E14001439,Reading West and Mid Berkshire,0,,,CY,0,Does not apply,4-11,0,0,331,55,57,24,33,42%,58%,,,,,,,,,,29,51%,28,49%,10,18%,51,89%,63%,9%,,,,,,,,,,,,,70%,30%,0%,105,63%,18%,0%,102,77%,12%,0%,103,68%,16%,28%,4%,75%,4%,75%,55%,,,,55%,71%,-12,60%,69%,8%,9%,,,,0%,18%,-10,30%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,103,,,,104,105,105,105,104,102,,,,101,105,107,103,104,101,,,,100,104,107,103,,,,66%,75%,,,,59%,68%,,,,69%,86%,,,,62%,75%,,,,24%,36%,,,,3%,32%,,,,0%,25%,,,,7%,25%,45,79%,2,4%,1,2%,10,18%,11,19%,48,46%,54%,63%,4%,55%,0%,69%,8%,0.5,-1.2,2.3,0.5,-1.2,2.2,1.3,-0.4,2.9,104,103
1,16976,870,2234,109926,Micklands Primary School,Micklands Road,Caversham,,Reading,RG4 6LU,1189375500,E14001438,Reading Central,0,,,CY,0,Does not apply,4-11,0,0,342,61,61,32,29,52%,48%,,,,,,,,,,15,25%,46,75%,16,26%,60,98%,51%,2%,,,,,,,,,,,,,74%,30%,5%,106,66%,38%,3%,106,80%,33%,3%,106,56%,2%,36%,3%,74%,3%,50%,52%,,,,40%,54%,-27,69%,52%,3%,0%,,,,0%,2%,-10,0%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,107,,,,103,107,107,106,106,106,,,,104,106,109,106,105,107,,,,102,107,112,106,,,,53%,80%,,,,47%,72%,,,,67%,85%,,,,47%,59%,,,,27%,30%,,,,20%,43%,,,,33%,33%,,,,0%,2%,45,74%,0,0%,3,5%,11,18%,14,23%,57,21%,79%,63%,5%,33%,0%,71%,7%,2.3,0.6,4,-2.5,-4.1,-0.9,-0.1,-1.7,1.5,108,105
