unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"25E9DA80-69F1-555E-E063-4704A8C066F2","550000","2024-09-30","RG7 1RW","D","N","F","","36","FOXBOROUGH","SWALLOWFIELD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-69F1-555E-E063-4704A8C066F2/current"
"3DCCB7C9-A1A4-5B9D-E063-4704A8C0331E","482500","2024-09-12","RG7 1SG","S","N","F","","1","YEOSFIELD","RISELEY","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7C9-A1A4-5B9D-E063-4704A8C0331E/current"
"237B17FD-A1D9-22AC-E063-4804A8C0EA3A","415000","2024-08-30","RG7 1SQ","D","N","F","","5","PORTWAY","RISELEY","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-A1D9-22AC-E063-4804A8C0EA3A/current"
"1EAE3DF6-32BD-9EB1-E063-4704A8C09D02","270000","2024-06-27","RG7 1SR","F","N","L","","4","STANBURY GATE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-32BD-9EB1-E063-4704A8C09D02/current"
"1EAE3DF7-4A40-9EB1-E063-4704A8C09D02","242000","2024-03-20","RG7 1SR","F","N","L","","7","STANBURY GATE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-4A40-9EB1-E063-4704A8C09D02/current"
"2131FCF5-B6AA-86E8-E063-4804A8C0372B","470000","2024-07-22","RG7 1SS","D","N","F","","29","RYEISH LANE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2131FCF5-B6AA-86E8-E063-4804A8C0372B/current"
"25E9DA80-6BD5-555E-E063-4704A8C066F2","460000","2024-09-27","RG7 1SS","D","N","F","","62","RYEISH LANE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA80-6BD5-555E-E063-4704A8C066F2/current"
"3B5CE842-80DA-EE3A-E063-4804A8C0D6F1","2450000","2024-07-09","RG7 1TB","O","N","F","","RISELEY FARM","PART LANE","SWALLOWFIELD","READING","WOKINGHAM","WOKINGHAM","B","http://landregistry.data.gov.uk/data/ppi/transaction/3B5CE842-80DA-EE3A-E063-4804A8C0D6F1/current"
"2859C1AB-84DF-52B4-E063-4804A8C05948","1850000","2024-06-14","RG7 1TB","D","N","F","","YEWTREE FARM","PART LANE","SWALLOWFIELD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-84DF-52B4-E063-4804A8C05948/current"
"1061746E-BB0B-3C34-E063-4804A8C0F9E7","803606","2024-01-23","RG7 1TJ","O","N","F","","GEORGE & DRAGON","CHURCH ROAD","SWALLOWFIELD","READING","WOKINGHAM","WOKINGHAM","B","http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-BB0B-3C34-E063-4804A8C0F9E7/current"
"2859C1AB-86E9-52B4-E063-4804A8C05948","1100000","2024-03-08","RG7 1TJ","D","N","F","","ROWES FARMHOUSE","CHURCH ROAD","SWALLOWFIELD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-86E9-52B4-E063-4804A8C05948/current"
"237B17FD-A44B-22AC-E063-4804A8C0EA3A","274000","2024-09-02","RG7 1TL","F","N","L","FLAT 6","2","SHIPRIDGE DRIVE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-A44B-22AC-E063-4804A8C0EA3A/current"
"237B17FD-A57A-22AC-E063-4804A8C0EA3A","615000","2024-08-27","RG7 1TU","S","N","F","","LITTLE PRIMROSE","CHURCH ROAD","FARLEY HILL","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/237B17FD-A57A-22AC-E063-4804A8C0EA3A/current"
"1C3E72FD-D470-F410-E063-4804A8C0DFA6","392000","2024-05-17","RG7 1UF","S","N","F","","3","MARLOW PLACE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FD-D470-F410-E063-4804A8C0DFA6/current"
"2F7F2B42-ADA3-E08F-E063-4804A8C05A49","497500","2024-07-10","RG7 1UF","D","N","F","","14","MARLOW PLACE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2F7F2B42-ADA3-E08F-E063-4804A8C05A49/current"
"1EAE3DF7-4A0F-9EB1-E063-4704A8C09D02","495000","2024-06-21","RG7 1UF","D","N","F","","14","MARLOW PLACE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","B","http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF7-4A0F-9EB1-E063-4704A8C09D02/current"
"2ACACE8C-9292-295E-E063-4804A8C0B0EB","515000","2024-11-29","RG7 1UF","D","N","F","","16","MARLOW PLACE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8C-9292-295E-E063-4804A8C0B0EB/current"
"1C3E72FD-D46E-F410-E063-4804A8C0DFA6","460000","2024-05-17","RG7 1UF","D","N","F","","20","MARLOW PLACE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FD-D46E-F410-E063-4804A8C0DFA6/current"
"2131FCF5-B697-86E8-E063-4804A8C0372B","148200","2024-02-29","RG7 1UG","F","N","L","FLAT 1","1","SHIPRIDGE DRIVE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2131FCF5-B697-86E8-E063-4804A8C0372B/current"
"2859C1AB-85E0-52B4-E063-4804A8C05948","485000","2024-10-23","RG7 1UG","D","N","F","","49","SHIPRIDGE DRIVE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AB-85E0-52B4-E063-4804A8C05948/current"
"42C129E4-36F8-60A9-E063-4804A8C0C25D","540000","2024-11-08","RG7 1UQ","D","N","F","","35","ALBERT CLOSE","SPENCERS WOOD","READING","WOKINGHAM","WOKINGHAM","A","http://landregistry.data.gov.uk/data/ppi/transaction/42C129E4-36F8-60A9-E063-4804A8C0C25D/current"
